,Open,High,Low,Close,Volume,RSI,MFI,EMA,SO,CloseNext
167,386.95001220703125,396.29998779296875,382.04998779296875,385.29998779296875,17606854.0,46.56890487422791,59.871491905438916,404.9185411273153,22.807016968727112,379.6000061035156
168,384.6000061035156,385.3500061035156,373.7749938964844,379.6000061035156,12435902.0,44.20211162547712,51.968198805941164,401.54273645747537,50.324028730392456,398.6000061035156
169,387.0,400.3500061035156,386.0,398.6000061035156,10079128.0,50.44657529280192,50.439527324819444,401.15037241028074,87.8048837184906,398.6000061035156
170,399.875,403.1499938964844,394.54998779296875,398.6000061035156,11444976.0,46.04569420035149,48.627177117913696,400.81032356937874,47.09320366382599,403.8500061035156
171,395.25,406.375,392.2250061035156,403.8500061035156,14406076.0,46.16854410350609,57.989828974773346,401.21561457393034,82.15551376342773,404.17498779296875
172,401.75,411.45001220703125,396.25,404.17498779296875,15975306.0,43.32101109243372,65.32974859204168,401.6101976698021,52.138036489486694,394.1000061035156
173,395.6000061035156,399.95001220703125,392.04998779296875,394.1000061035156,9650518.0,45.26722511437383,58.79936650968449,400.60883879429724,25.949519872665405,385.79998779296875
174,392.0,395.3999938964844,382.625,385.79998779296875,12001482.0,45.519832858205,52.039103598320196,398.6343253274535,24.853144586086273,383.5
175,386.2749938964844,388.95001220703125,380.875,383.5,9479192.0,49.00898097452935,46.15214670014433,396.61641528379306,32.50769078731537,401.45001220703125
176,393.3500061035156,404.0,392.45001220703125,401.45001220703125,9102652.0,52.68749599507953,44.884842951366444,397.2608948735582,77.92215943336487,414.625
177,402.125,415.45001220703125,402.1000061035156,414.625,6787266.0,51.39695475225057,49.0597417954925,399.5761088904171,93.8201367855072,413.5
178,417.5,420.70001220703125,411.25,413.5,7185020.0,52.165769883520134,48.60010078719193,401.43262770502815,23.809492588043213,424.82501220703125
179,414.70001220703125,425.95001220703125,413.0249938964844,424.82501220703125,7895248.0,52.35306625170853,53.90875294371979,404.5516123052953,91.29595160484314,423.45001220703125
180,425.0,429.0,421.04998779296875,423.45001220703125,8390704.0,64.58686345352945,61.03251128121359,407.07139895886013,30.188938975334167,433.45001220703125
