,Close,RSI,MFI,EMA,SO,CloseNext
0,225.07000732421875,42.5401163248224,32.61896963521424,232.35433393205915,18.662770092487335,230.02000427246094
1,230.02000427246094,43.08514364173405,41.58349257661989,232.04308997744607,90.75268507003784,227.55999755859375
2,227.55999755859375,43.53230122820093,48.488460612385815,231.4453443215991,23.529426753520966,221.72999572753906
3,221.72999572753906,41.3777713219103,51.295444425893336,230.14996450905778,13.434349000453949,218.75999450683594
4,218.75999450683594,42.45681316301247,56.61485673579471,228.63130184209487,25.45447051525116,220.88999938964844
5,220.88999938964844,40.688298835771036,64.7290125032739,227.59912818176866,68.12231540679932,220.1999969482422
6,220.1999969482422,41.197031735441236,64.56293439970983,226.61257735063182,20.833319425582886,215.99000549316406
7,215.99000549316406,39.41174258679245,55.55817915723802,225.1962344363028,11.575207859277725,216.99000549316406
8,216.99000549316406,43.77552726884931,54.764640790537115,224.10207057721763,57.048606872558594,211.85000610351562
9,211.85000610351562,41.55963263384729,54.37539809269809,222.46846198072404,15.2700275182724,204.3699951171875
10,204.3699951171875,36.73327365569174,49.60928798757148,220.05533306558584,11.810296773910522,200.97000122070312
11,200.97000122070312,35.61982878459882,46.08962190306214,217.51062215293481,17.58660227060318,198.8800048828125
12,198.8800048828125,35.020812189253945,44.26590491497805,215.02653985025185,17.742009460926056,196.7899932861328
13,196.7899932861328,42.81516552353792,43.46829331349438,212.5950003083693,19.29517835378647,206.7899932861328
14,206.7899932861328,55.419314916837656,37.61616755085933,211.8209993720711,93.39685440063477,212.0800018310547
15,212.0800018310547,55.879148093115404,33.49303496111864,211.85553303326893,88.17482590675354,218.99000549316406
16,218.99000549316406,57.35528199262249,38.988729319779196,212.80679602792162,84.08911228179932,220.55999755859375
17,220.55999755859375,56.097181456468114,45.52720899507412,213.84055623201124,68.40386390686035,221.47999572753906
18,221.47999572753906,52.56991735689698,52.29791786422987,214.85914816474826,52.22206711769104,219.00999450683594
19,219.00999450683594,55.40518260687568,45.38409846488154,215.41259434369329,19.622617959976196,215.69000244140625
20,215.69000244140625,53.144398759442154,39.664265502851705,215.44958209005503,35.9302282333374,213.8699951171875
21,213.8699951171875,55.19092494429876,41.931806594214386,215.2389704936727,38.83084058761597,211.6999969482422
22,211.6999969482422,59.71620651106595,44.304128012382215,214.767107354282,21.999816596508026,207.57000732421875
23,207.57000732421875,60.53778809348957,43.98544193873207,213.80749401694024,35.72426736354828,212.32000732421875
24,212.32000732421875,64.62164428855836,48.63740405997911,213.6091624579107,72.6531445980072,212.39999389648438
25,212.39999389648438,62.0037767197151,54.476233022752446,213.44793998305389,35.50913631916046,218.77000427246094
26,218.77000427246094,62.71917010390145,62.936087832601025,214.15754855497482,76.10185146331787,217.72000122070312
27,217.72000122070312,64.27677232134684,69.89120883187124,214.6325422437386,32.44442343711853,216.27999877929688
28,216.27999877929688,61.22015488268699,63.78962960423645,214.85220311514638,18.851251900196075,213.32000732421875
29,213.32000732421875,58.65604401763452,56.95653408091989,214.6479103430227,33.12375247478485,217.1199951171875
30,217.1199951171875,54.63915854905484,52.38141156541897,214.97752164624467,81.94432854652405,215.22999572753906
31,215.22999572753906,57.41994081519176,51.13712770078911,215.01118485708392,21.291428804397583,214.39999389648438
32,214.39999389648438,62.940574545895046,42.491443217416446,214.929692729004,71.69786095619202,214.30999755859375
33,214.30999755859375,65.55943857737793,49.13288311597823,214.84706670628265,47.46377468109131,216.1999969482422
34,216.1999969482422,64.98652631691562,57.06701857212337,215.02745740521058,54.754847288131714,215.63999938964844
35,215.63999938964844,66.78529933665325,56.569803898755914,215.1091296698023,85.56262254714966,219.35000610351562
36,219.35000610351562,67.95878399755154,60.264265172244194,215.67457986096406,81.7417323589325,219.57000732421875
37,219.57000732421875,70.24292581774077,69.7577102452306,216.19397018939802,49.42324757575989,217.80999755859375
38,217.80999755859375,66.94437183018911,64.98492325006029,216.4094405052908,29.497992992401123,217.19000244140625
39,217.19000244140625,71.98740674974033,60.1811621370226,216.5135154301062,25.000134110450745,218.50999450683594
40,218.50999450683594,63.7446380316995,56.504652365032676,216.77971264033684,58.07657837867737,222.07000732421875
41,222.07000732421875,65.57378406661218,57.73773424445103,217.48508526485443,84.88388657569885,224.63999938964844
42,224.63999938964844,66.21413102087757,66.16049163121104,218.439073814827,60.29406785964966,228.5800018310547
43,228.5800018310547,73.26513494621643,77.89636781490991,219.79119755032403,81.83954358100891,230.35000610351562
44,230.35000610351562,71.22843317840407,79.01498492881143,221.19903869074957,46.464791893959045,234.24000549316406
45,234.24000549316406,76.69864368873434,79.77028303033131,222.93783426440484,73.40425252914429,243.50999450683594
46,243.50999450683594,80.92660796492342,88.1869600355865,225.68078896339568,78.23421955108643,242.5399932861328
47,242.5399932861328,76.67897611234602,89.56909658986521,227.92868287309398,65.55426120758057,235.89999389648438
48,235.89999389648438,61.4337868101976,82.16013570139333,228.99152434287936,6.22665099799633,238.86000061035156
49,238.86000061035156,57.07655760685836,79.21385282532448,230.30732117854234,79.43916320800781,239.58999633789062
50,239.58999633789062,54.759515527656745,79.43212282766936,231.5450111997888,83.96040797233582,239.63999938964844
51,239.63999938964844,54.61977176560386,79.91716417804825,232.62434295843678,45.55546045303345,239.88999938964844
52,239.88999938964844,50.11022809230856,83.69072666284339,233.59309714926502,45.000141859054565,237.74000549316406
53,237.74000549316406,45.857089991180544,80.27972461142814,234.14601826178492,16.05217754840851,237.77999877929688
54,237.77999877929688,44.78787608179906,76.25487645211103,234.6305489974532,36.74827218055725,239.41000366210938
55,239.41000366210938,43.09340104380325,76.24103836819513,235.26780961940736,68.40916872024536,238.32000732421875
56,238.32000732421875,47.48816228470453,77.35318236947924,235.67476931338223,35.45210659503937,237.77000427246094
57,237.77000427246094,50.085146374560914,71.07206274503112,235.95413397459274,33.906254172325134,236.82000732421875
58,236.82000732421875,53.33460081581091,66.83903947715075,236.0695837545429,47.17637300491333,241.24000549316406
59,241.24000549316406,54.02513462747444,65.83914484135028,236.7589733196924,80.62829971313477,240.25
60,240.25,43.040147818716186,64.8495241595171,237.2244435437334,19.493158161640167,243.0
61,243.0,43.75356557386291,61.70991888302017,237.9945177379023,47.999876737594604,244.3699951171875
62,244.3699951171875,57.92609598911655,69.15747136448702,238.84458138847367,69.41856741905212,244.22999572753906
63,244.22999572753906,58.95104805562313,76.77298263606909,239.56263663368242,55.41953444480896,240.32000732421875
64,240.32000732421875,51.79894474342044,69.56723844538503,239.66361939242063,21.34461998939514,237.02000427246094
65,237.02000427246094,51.60335994778735,58.63433979593375,239.31113737642602,45.318350195884705,230.4499969482422
66,230.4499969482422,48.32753497951369,53.13629019102637,238.12965198600153,25.48341155052185,218.3000030517578
67,218.3000030517578,38.26516373817752,46.2200968818442,235.48569879476904,10.75948253273964,223.3800048828125
68,223.3800048828125,48.073560305038995,38.461941461404756,233.87160627317485,80.59006929397583,213.2899932861328
69,213.2899932861328,46.14445167508599,30.347239797579846,231.12739120823593,21.033138036727905,219.97999572753906
70,219.97999572753906,48.609181591467575,26.749980126627605,229.64107181080968,90.60591459274292,215.7100067138672
71,215.7100067138672,46.31816326596895,26.869532702861036,227.7835964645507,12.969286739826202,217.50999450683594
72,217.50999450683594,41.5796746842409,26.773200916039016,226.41378287018875,84.68731641769409,215.99000549316406
73,215.99000549316406,42.579754767215924,23.55006195434187,225.02394588658547,40.681928396224976,214.61000061035156
74,214.61000061035156,42.358846896818484,18.40375980253451,223.6354198497543,29.705774784088135,216.6300048828125
75,216.6300048828125,41.33336473598223,15.877266217744008,222.70136452082875,48.840394616127014,212.11000061035156
76,212.11000061035156,44.88914375372792,11.362922329074095,221.28918266609847,11.45169883966446,211.75999450683594
77,211.75999450683594,44.78083074374224,7.850874057678254,220.01862424486347,30.093753337860107,211.0500030517578
78,211.0500030517578,46.49012323882778,7.807137760893852,218.82280808578273,62.29061484336853,207.19000244140625
79,207.19000244140625,46.18164099578551,8.179226460322297,217.27176733319922,13.16680908203125,206.7100067138672
80,206.7100067138672,49.77332492821712,8.241836224405972,215.86353258395496,29.723724722862244,206.05999755859375
81,206.05999755859375,58.34143420070478,9.423793511107363,214.55639458057345,84.72734093666077,209.8699951171875
82,209.8699951171875,56.262753880075195,18.52535555975993,213.93154131878867,78.96671891212463,210.25
83,210.25,59.86426163212068,26.36316335237862,213.44066914295018,47.528427839279175,216.41000366210938
84,216.41000366210938,58.978875289370535,37.70023706980097,213.83658041217143,53.12946438789368,215.3000030517578
85,215.3000030517578,63.62819347441794,37.408885261407555,214.03170343078295,85.27143597602844,214.08999633789062
86,214.08999633789062,66.19930024874927,42.69690611992202,214.0394758183973,32.108303904533386,219.9199981689453
87,219.9199981689453,69.65765056774455,47.44295391295454,214.82354546513704,88.214772939682,220.44000244140625
88,220.44000244140625,65.94451208204666,51.65814006198653,215.57240639530627,58.561909198760986,216.97000122070312
89,216.97000122070312,64.75656498838532,46.543970488419404,215.75875237202587,51.58723592758179,216.0500030517578
90,216.0500030517578,70.20084000961282,46.66416468014374,215.79758579599013,24.641162157058716,216.52000427246094
91,216.52000427246094,64.84752313885676,48.268476211267235,215.89390825951958,70.22590637207031,218.64999389648438
92,218.64999389648438,62.258043715916926,53.77851864396213,216.26138634444823,88.70953917503357,218.6699981689453
93,218.6699981689453,64.89025706905741,60.396222426208695,216.5825345877145,44.86481547355652,218.11000061035156
94,218.11000061035156,64.65860445861304,63.233806376933266,216.7861967240661,34.25186574459076,218.13999938964844
